"island";"year";"month";"site";"coreID";"class1";"family";"x";"dens"
"Orango";2019;10;"AD";"C25T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C26T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C26T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A13";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A14";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A15";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A16";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"A";"C2A9";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB13";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB14";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB15";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB16";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;2;"AB";"C2AB9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI13";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI14";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI15";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI16";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BI";"C2BI9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR13";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR14";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR15";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR16";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"BR";"C2BR9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E13";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E14";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E15";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E16";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;3;"E";"C2E9";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C31T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C31T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C31T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C32T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C32T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C32T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C33T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C33T1";"Polychaeta_errantia";"Amphinomidae";1;88.4955752212389
"Orango";2019;10;"AD";"C33T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C34T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C34T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C35T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C35T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C36T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C36T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;10;"A";"C3A9";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;11;"AB";"C3AB9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BI";"C3BI9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"BR";"C3BR9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;10;"E";"C3E9";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C41T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C41T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C42T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C42T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C42T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C43T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C43T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C44T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C44T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C45T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C45T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C46T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C46T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C46T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BI";"C4BI9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"BR";"C4BR9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;11;"E";"C4E9";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C51T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C51T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C51T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C52T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C52T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C52T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C53T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C53T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C53T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C54T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C54T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C54T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2018;10;"AD";"C55T0";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;3;"AD";"C55T1";"Polychaeta_errantia";"Amphinomidae";0;0
"Orango";2019;10;"AD";"C55T2";"Polychaeta_errantia";"Amphinomidae";1;88.4955752212389
"Orango";2019;10;"AD";"C56T2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"A";"C5A9";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB1";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB10";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB11";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB12";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB2";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB3";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB4";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB5";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB6";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB7";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB8";"Polychaeta_errantia";"Amphinomidae";0;0
"Formosa";2018;12;"AB";"C5AB9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BI";"C5BI9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR10";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR11";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR12";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR2";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR3";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR4";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR5";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR6";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR7";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR8";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"BR";"C5BR9";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"E";"C5E1";"Polychaeta_errantia";"Amphinomidae";0;0
"Bubaque";2018;12;"E";"C5E10";"Polychaeta_errantia";"Amphinomidae";0;0
